"Rank","NameCountry/Region","No. of FTE Students","No. of students per staff","International Students","Female:Male Ratio"
"601–800","University of CalabriaItalyCourses","27,403","33.0","2%","57 : 43"
"601–800","University of Central FloridaUnited StatesCoursesEnquire","56,228","35.3","4%","56 : 44"
"601–800","Central Queensland UniversityAustraliaCoursesExplore","14,701","20.8","31%","55 : 45"
"601–800","Chemnitz University of TechnologyGermanyCourses","10,473","45.7","24%","43 : 57"
"601–800","China Agricultural UniversityChinaCourses","19,586","11.6","1%","58 : 42"
"601–800","China University of Petroleum, BeijingChinaCourses","15,150","18.7","4%","n/a"
"601–800","Clemson UniversityUnited StatesCoursesEnquire","21,436","17.0","7%","47 : 53"
"601–800","University of Clermont AuvergneFranceCourses","34,644","18.8","13%","56 : 44"
"601–800","University of CoimbraPortugalCourses","21,404","17.6","19%","57 : 43"
"601–800","COMSATS University IslamabadPakistanCourses","33,030","11.4","1%","28 : 72"
"601–800","Concordia UniversityCanadaCoursesEnquire","33,543","32.3","29%","50 : 50"
"601–800","University of Costa RicaCosta RicaCourses","33,900","15.1","2%","53 : 47"
"601–800","Coventry UniversityUnited KingdomCoursesExplore","27,531","16.4","46%","47 : 53"
"601–800","Creighton UniversityUnited StatesCoursesEnquire","8,228","11.1","8%","58 : 42"
"601–800","Dalian University of TechnologyChinaCourses","39,665","15.7","3%","35 : 65"
"601–800","University of DelhiIndiaCourses","24,547","23.0","1%","47 : 53"
"601–800","De Montfort UniversityUnited KingdomCoursesEnquire","19,093","19.5","27%","56 : 44"
"601–800","Dublin City UniversityIrelandCourses","12,619","24.0","10%","57 : 43"
"601–800","East China University of Science and TechnologyChinaCourses","25,519","15.6","2%","43 : 57"
"601–800","École Centrale de LyonFranceCourses","1,998","16.1","24%","25 : 75"
"601–800","École normale supérieure Paris-SaclayFranceCourses","1,869","12.6","14%","30 : 70"
"601–800","University of Electronic Science and Technology of ChinaChinaCoursesExplore","33,242","16.4","4%","31 : 69"
"601–800","Eötvös Loránd UniversityHungaryCoursesExplore","26,105","16.7","9%","65 : 35"
"601–800","Ewha Womans UniversitySouth KoreaCourses","14,510","16.9","15%","100 : 0"
"601–800","Federal University of Minas GeraisBrazilCourses","43,899","12.6","2%","53 : 47"
"601–800","Universidade Federal do Rio Grande do SulBrazilCourses","52,579","19.4","1%","52 : 48"
"601–800","Universidade Federal de Santa CatarinaBrazilCourses","38,719","16.6","2%","49 : 51"
"601–800","Universidade Federal de São Paulo (UNIFESP)BrazilCourses","14,572","9.3","1%","59 : 41"
"601–800","Ferhat Abbas Sétif University 1AlgeriaCourses","34,002","22.7","1%","65 : 35"
"601–800","University of GironaSpainCourses","13,906","19.0","14%","58 : 42"
"601–800","Glasgow Caledonian UniversityUnited KingdomCoursesEnquire","12,637","19.9","17%","59 : 41"
"601–800","University of GranadaSpainCoursesVerify Documents","56,044","15.4","10%","59 : 41"
"601–800","University of GreenwichUnited KingdomCoursesEnquire","14,477","18.0","36%","58 : 42"
"601–800","University of HertfordshireUnited KingdomCoursesEnquire","17,584","17.5","28%","56 : 44"
"601–800","Hiroshima UniversityJapanCourses","15,077","9.0","10%","36 : 64"
"601–800","Huazhong Agricultural UniversityChinaCourses","25,956","17.4","2%","54 : 46"
"601–800","University of HuddersfieldUnited KingdomCoursesEnquire","14,483","20.7","24%","55 : 45"
"601–800","IDC HerzliyaIsraelCourses","6,908","47.0","24%","52 : 48"
"601–800","Imam Khomeini International UniversityIranCourses","8,330","28.6","7%","55 : 45"
"601–800","Indian Institute of Science Education and Research, PuneIndiaCourses","1,274","9.5","0%","32 : 68"
"601–800","Indian Institute of Technology BhubaneswarIndiaCourses","1,237","10.7","0%","15 : 85"
"601–800","Indian Institute of Technology GuwahatiIndiaCourses","5,699","13.5","1%","17 : 83"
"601–800","Indian Institute of Technology HyderabadIndiaCourses","2,088","11.9","0%","20 : 80"
"601–800","Indian Institute of Technology KanpurIndiaCourses","6,860","13.6","0%","14 : 86"
"601–800","Indian Institute of Technology MadrasIndiaCourses","9,241","15.6","1%","20 : 80"
"601–800","University of IndonesiaIndonesiaCourses","41,170","9.9","11%","65 : 35"
"601–800","University of International Business and EconomicsChinaCourses","15,775","17.4","18%","66 : 34"
"601–800","University of IoanninaGreeceCourses","21,902","44.3","3%","47 : 53"
"601–800","Iran University of Medical SciencesIranCourses","8,673","9.0","3%","59 : 41"
"601–800","Iran University of Science and TechnologyIranCourses","13,273","31.7","1%","31 : 69"
"601–800","ISCTE-University Institute of LisbonPortugalCourses","8,898","24.2","12%","50 : 50"
"601–800","Isfahan University of TechnologyIranCourses","10,064","20.7","1%","44 : 56"
"601–800","Istanbul Technical UniversityTurkeyCourses","34,825","23.0","4%","34 : 66"
"601–800","Jagiellonian UniversityPolandCourses","40,608","10.9","9%","68 : 32"
"601–800","Jamia Millia IslamiaIndiaCourses","10,653","9.7","3%","40 : 60"
"601–800","Jaume I UniversitySpainCourses","12,182","15.6","9%","58 : 42"
"601–800","Jawaharlal Nehru UniversityIndiaCourses","7,938","13.9","4%","52 : 48"
"601–800","Jiangsu Normal UniversityChinaCourses","21,455","14.3","2%","n/a"
"601–800","Jikei University School of MedicineJapanCourses","1,078","0.9","1%","47 : 53"
"601–800","University of JohannesburgSouth AfricaCoursesExplore","26,445","23.9","15%","55 : 45"
"601–800","Johannes Kepler University of LinzAustriaCourses","6,122","10.5","11%","51 : 49"
"601–800","Kafrelsheikh UniversityEgyptCourses","74,546","39.7","1%","51 : 49"
"601–800","University of KaiserslauternGermanyCoursesVerify Documents","14,869","51.6","18%","39 : 61"
"601–800","Kansas State UniversityUnited StatesCoursesEnquire","21,536","14.3","9%","50 : 50"
"601–800","Kazan Federal UniversityRussian FederationCourses","26,670","10.8","13%","66 : 34"
"601–800","Universiti Kebangsaan MalaysiaMalaysiaCourses","17,180","10.1","15%","61 : 39"
"601–800","Keio UniversityJapanCourses","34,916","10.4","8%","36 : 64"
"601–800","Kent State UniversityUnited StatesCoursesEnquire","24,559","20.4","9%","60 : 40"
"601–800","Kindai UniversityJapanCourses","33,125","13.6","2%","30 : 70"
"601–800","King Khalid UniversitySaudi ArabiaCourses","38,865","8.1","11%","53 : 47"
"601–800","Kobe UniversityJapanCourses","15,593","9.5","7%","35 : 65"
"601–800","Konkuk UniversitySouth KoreaCourses","12,225","23.2","16%","70 : 30"
"601–800","Kurume UniversityJapanCourses","4,850","7.3","2%","39 : 61"
"601–800","Lakehead UniversityCanadaCoursesExplore","8,050","24.5","13%","56 : 44"
"601–800","University of La LagunaSpainCourses","18,336","12.9","4%","58 : 42"
"601–800","Lehigh UniversityUnited StatesCoursesEnquireAdmissions Support","6,462","10.8","17%","44 : 56"
"601–800","University of LeobenAustriaCourses","3,074","5.9","15%","26 : 74"
"601–800","University of LilleFranceCourses","69,287","29.0","13%","58 : 42"
"601–800","University of LincolnUnited KingdomCourses","12,060","15.1","13%","56 : 44"
"601–800","University of LjubljanaSloveniaCourses","40,110","14.7","6%","60 : 40"
"601–800","University of LleidaSpainCourses","8,595","14.7","8%","59 : 41"
"601–800","University of LorraineFranceCourses","58,678","19.2","16%","52 : 48"
"601–800","Lumière University, Lyon 2FranceCourses","25,134","51.1","19%","72 : 28"
"601–800","Mae Fah Luang UniversityThailandCourses","13,534","22.3","4%","73 : 27"
"601–800","Mahidol UniversityThailandCoursesExplore","28,476","10.2","4%","49 : 51"
"601–800","Makerere UniversityUgandaCourses","34,651","23.6","8%","45 : 55"
"601–800","Universiti Malaysia PerlisMalaysiaCourses","12,154","17.1","5%","49 : 51"
"601–800","University of MaltaMaltaCourses","11,772","13.0","9%","58 : 42"
"601–800","Manchester Metropolitan UniversityUnited KingdomCoursesEnquire","28,146","15.1","16%","58 : 42"
"601–800","University of Maryland, Baltimore CountyUnited StatesCoursesEnquire","11,667","18.1","8%","45 : 55"
"601–800","Masaryk UniversityCzech RepublicCourses","31,611","20.2","21%","62 : 38"
"601–800","Metropolitan Autonomous UniversityMexicoCourses","57,827","20.0","0%","48 : 52"
"601–800","Middle East Technical UniversityTurkeyCourses","27,455","31.6","6%","44 : 56"
"601–800","Miguel Hernández University of ElcheSpainCourses","13,591","20.0","5%","49 : 51"
"601–800","University of MinhoPortugalCourses","18,066","17.9","10%","54 : 46"
"601–800","Montana State UniversityUnited StatesCoursesEnquire","14,357","19.4","3%","46 : 54"
"601–800","Monterrey Institute of TechnologyMexicoCoursesExplore","14,343","16.2","11%","41 : 59"
"601–800","Nanjing University of Information Science and TechnologyChinaCourses","21,857","15.5","3%","n/a"
"601–800","Nanjing Medical UniversityChinaCourses","15,420","9.0","5%","n/a"
"601–800","Nanjing Normal UniversityChinaCourses","27,490","13.2","3%","70 : 30"
"601–800","University of NantesFranceCourses","37,078","24.7","11%","56 : 44"
"601–800","National Autonomous University of MexicoMexicoCourses","161,718","17.1","8%","51 : 49"
"601–800","National Cheng Kung University (NCKU)TaiwanCoursesExplore","20,663","13.7","13%","37 : 63"
"601–800","National Institute of Applied Sciences of Lyon (INSA Lyon)FranceCourses","6,173","19.6","28%","32 : 68"
"601–800","National University of Science and Technology (MISiS)Russian FederationCourses","7,090","11.3","26%","41 : 59"
"601–800","National Taiwan Normal UniversityTaiwanCoursesExplore","10,789","12.1","24%","n/a"
"601–800","National Technical University of AthensGreeceCourses","14,133","20.6","8%","33 : 67"
"601–800","University of Nevada, Las VegasUnited StatesCoursesEnquire","24,982","22.7","5%","57 : 43"
"601–800","New Mexico State University (Main campus)United StatesCoursesEnquire","12,753","16.5","8%","54 : 46"
"601–800","Nippon Medical SchoolJapanCourses","850","0.9","0%","34 : 66"
"601–800","University of North Carolina at GreensboroUnited StatesCoursesEnquire","18,999","22.2","4%","66 : 34"
"601–800","Northwestern Polytechnical UniversityChinaCoursesExplore","28,432","13.9","4%","26 : 74"
"601–800","Nottingham Trent UniversityUnited KingdomCoursesEnquire","24,140","15.0","19%","57 : 43"
"601–800","NOVA University of LisbonPortugalCourses","19,694","18.1","17%","50 : 50"
"601–800","Ohio University (Main campus)United StatesCoursesEnquire","25,013","22.3","5%","56 : 44"
"601–800","Old Dominion UniversityUnited StatesCoursesEnquire","18,878","18.2","3%","55 : 45"
"601–800","University of OviedoSpainCourses","21,663","12.7","3%","54 : 46"
"601–800","Oxford Brookes UniversityUnited KingdomCoursesEnquire","13,915","16.2","28%","59 : 41"
"601–800","Palacký University OlomoucCzech RepublicCourses","17,443","13.8","12%","69 : 31"
"601–800","University of PalermoItalyCourses","29,437","20.5","1%","58 : 42"
"601–800","Panjab UniversityIndiaCourses","19,912","23.4","1%","49 : 51"
"601–800","Panthéon-Sorbonne University – Paris 1FranceCourses","33,883","26.1","21%","59 : 41"
"601–800","University of ParmaItalyCourses","25,140","27.4","6%","56 : 44"
"601–800","Universitat Politècnica de CatalunyaSpainCourses","25,484","10.6","16%","28 : 72"
"601–800","Pontifical Catholic University of Rio de Janeiro (PUC-Rio)BrazilCourses","15,581","21.9","5%","51 : 49"
"601–800","Portland State UniversityUnited StatesCoursesEnquire","20,219","18.4","9%","55 : 45"
"601–800","University of PretoriaSouth AfricaCoursesExplore","35,086","22.0","8%","57 : 43"
"601–800","Pusan National UniversitySouth KoreaCoursesExplore","24,331","18.3","11%","47 : 53"
"601–800","Universiti Putra MalaysiaMalaysiaCourses","20,018","12.1","23%","73 : 27"
"601–800","Université du QuébecCanadaCoursesEnquire","52,994","19.7","11%","58 : 42"
"601–800","University of ReginaCanadaCoursesExplore","12,935","23.4","22%","59 : 41"
"601–800","University of Rennes 1FranceCourses","28,351","18.0","12%","53 : 47"
"601–800","Roskilde UniversityDenmarkCourses","6,382","18.0","12%","63 : 37"
"601–800","Ryerson UniversityCanadaCoursesExplore","33,694","43.1","4%","55 : 45"
"601–800","Universiti Sains MalaysiaMalaysiaCourses","20,908","10.7","15%","68 : 32"
"601–800","Saint Petersburg State UniversityRussian FederationCourses","21,489","7.4","12%","63 : 37"
"601–800","University of SalamancaSpainCourses","28,673","17.6","16%","59 : 41"
"601–800","University of SalentoItalyCourses","12,040","29.7","1%","63 : 37"
"601–800","University of Santiago de CompostelaSpainCourses","25,455","15.2","8%","61 : 39"
"601–800","University of SassariItalyCourses","12,993","24.1","2%","66 : 34"
"601–800","Savitribai Phule Pune UniversityIndiaCourses","6,056","12.7","2%","58 : 42"
"601–800","Shahid Beheshti University of Medical SciencesIranCourses","12,713","9.1","2%","60 : 40"
"601–800","Shandong UniversityChinaCourses","45,767","14.6","7%","n/a"
"601–800","University of SharjahUnited Arab EmiratesCourses","14,286","20.8","60%","66 : 34"
"601–800","Université de SherbrookeCanadaCoursesEnquire","15,667","12.9","7%","55 : 45"
"601–800","Shiraz University of TechnologyIranCourses","1,602","15.9","0%","37 : 63"
"601–800","Sichuan UniversityChinaCourses","64,648","13.8","4%","50 : 50"
"601–800","Sidi Mohamed Ben Abdellah UniversityMoroccoCourses","90,736","57.1","2%","42 : 58"
"601–800","University of South DakotaUnited StatesCoursesEnquire","14,542","35.1","3%","61 : 39"
"601–800","Southern Cross UniversityAustraliaCoursesEnquire","9,064","25.0","25%","63 : 37"
"601–800","University of Southern QueenslandAustraliaCourses","12,405","25.8","15%","57 : 43"
"601–800","University of SplitCroatiaCourses","20,043","22.5","2%","n/a"
"601–800","Stevens Institute of TechnologyUnited StatesCoursesEnquire","5,943","16.7","38%","29 : 71"
"601–800","University of the Sunshine CoastAustraliaCoursesExplore","9,720","31.3","17%","65 : 35"
"601–800","University of TabrizIranCourses","20,360","26.4","0%","47 : 53"
"601–800","Tabriz University of Medical SciencesIranCourses","8,047","9.5","0%","50 : 50"
"601–800","University of Technology of CompiègneFranceCourses","4,229","15.4","23%","37 : 63"
"601–800","University of TehranIranCourses","53,614","24.5","2%","44 : 56"
"601–800","Universiti Teknologi MalaysiaMalaysiaCourses","19,087","11.2","14%","52 : 48"
"601–800","Universiti Teknologi PetronasMalaysiaCourses","6,212","15.9","17%","34 : 66"
"601–800","University of Texas at ArlingtonUnited StatesCoursesEnquire","28,835","25.2","15%","56 : 44"
"601–800","Texas Tech UniversityUnited StatesCoursesEnquire","33,015","20.6","9%","46 : 54"
"601–800","Thapar UniversityIndiaCourses","7,752","14.8","1%","28 : 72"
"601–800","University of ThessalyGreeceCourses","17,004","38.9","4%","51 : 49"
"601–800","Tokyo Metropolitan UniversityJapanCourses","9,160","13.6","5%","37 : 63"
"601–800","University of ToledoUnited StatesCoursesEnquire","18,587","15.5","11%","51 : 49"
"601–800","Tomsk Polytechnic UniversityRussian FederationCourses","9,121","8.7","28%","34 : 66"
"601–800","University of ToursFranceCourses","27,285","21.2","11%","60 : 40"
"601–800","TU BraunschweigGermanyCourses","20,020","10.4","14%","38 : 62"
"601–800","University of UlsanSouth KoreaCourses","12,730","11.5","3%","46 : 54"
"601–800","Ulster UniversityUnited KingdomCoursesEnquire","17,817","17.1","8%","55 : 45"
"601–800","University of WarsawPolandCourses","50,484","14.0","10%","64 : 36"
"601–800","Waseda UniversityJapanCourses","48,839","14.1","10%","38 : 62"
"601–800","University of the West of EnglandUnited KingdomCoursesEnquire","21,737","18.3","21%","53 : 47"
"601–800","University of the Western CapeSouth AfricaCourses","21,999","30.5","8%","61 : 39"
"601–800","Western Washington UniversityUnited StatesCoursesEnquire","13,726","17.7","1%","57 : 43"
"601–800","University of WestminsterUnited KingdomCoursesEnquire","16,401","17.4","46%","60 : 40"
"601–800","West Virginia UniversityUnited StatesCoursesEnquire","25,966","18.5","8%","48 : 52"
"601–800","University of WindsorCanadaCoursesEnquire","13,140","29.0","23%","51 : 49"
"601–800","Worcester Polytechnic InstituteUnited StatesCoursesEnquire","5,733","12.7","22%","34 : 66"
"801–1000","Acharya Nagarjuna UniversityIndiaCourses","4,792","12.5","6%","36 : 64"
"801–1000","University of A CoruñaSpainCourses","14,962","11.4","3%","52 : 48"
"801–1000","Adam Mickiewicz University, PoznańPolandCourses","37,634","14.2","2%","69 : 31"
"801–1000","University of the AegeanGreeceCourses","13,040","41.3","1%","57 : 43"
"801–1000","University of Agriculture, FaisalabadPakistanCourses","24,440","35.4","0%","44 : 56"
"801–1000","Aichi Medical UniversityJapanCourses","1,288","2.8","1%","58 : 42"
"801–1000","Ain Shams UniversityEgyptCourses","179,636","16.9","3%","54 : 46"
"801–1000","Ajou UniversitySouth KoreaCourses","9,906","11.3","7%","n/a"
"801–1000","Al-Balqa Applied UniversityJordanCourses","33,918","31.3","4%","55 : 45"
"801–1000","University of AlgarvePortugalCourses","7,780","12.9","16%","58 : 42"
"801–1000","University of AlicanteSpainCourses","27,207","18.4","9%","58 : 42"
"801–1000","Aligarh Muslim UniversityIndiaCourses","18,783","13.5","2%","38 : 62"
"801–1000","American University in CairoEgyptCourses","5,936","13.7","5%","55 : 45"
"801–1000","American University of SharjahUnited Arab EmiratesCourses","5,652","14.0","83%","46 : 54"
"801–1000","Asia University, TaiwanTaiwanCourses","11,779","29.8","5%","61 : 39"
"801–1000","Athens University of Economics and BusinessGreeceCourses","9,678","44.4","5%","47 : 53"
"801–1000","Atılım UniversityTurkeyCoursesExplore","9,862","16.8","6%","47 : 53"
"801–1000","Babeş-Bolyai UniversityRomaniaCourses","37,168","24.6","4%","64 : 36"
"801–1000","University of BaghdadIraqCourses","66,399","10.4","0%","59 : 41"
"801–1000","Bauman Moscow State Technical UniversityRussian FederationCourses","19,785","4.8","8%","28 : 72"
"801–1000","University of BedfordshireUnited KingdomCoursesEnquire","10,808","20.0","34%","62 : 38"
"801–1000","Beijing Jiaotong UniversityChinaCourses","26,457","14.0","8%","n/a"
"801–1000","University of BéjaïaAlgeriaCourses","43,026","25.4","0%","60 : 40"
"801–1000","Benha UniversityEgyptCourses","97,843","30.5","5%","38 : 62"
"801–1000","Birmingham City UniversityUnited KingdomCoursesEnquire","19,975","18.1","23%","62 : 38"
"801–1000","University of BradfordUnited KingdomCoursesEnquire","8,917","17.7","28%","56 : 44"
"801–1000","University of BrasíliaBrazilCourses","44,074","15.2","2%","51 : 49"
"801–1000","Bucharest University of Economic StudiesRomaniaCourses","22,022","14.8","3%","71 : 29"
"801–1000","University of CadizSpainCourses","19,288","19.1","8%","55 : 45"
"801–1000","Capital Medical UniversityChinaCourses","13,178","6.8","5%","69 : 31"
"801–1000","Cardiff Metropolitan UniversityUnited KingdomCoursesEnquire","8,661","16.5","17%","55 : 45"
"801–1000","Carlos III University of MadridSpainCoursesExplore","17,265","11.0","15%","43 : 57"
"801–1000","University of Castilla-La ManchaSpainCoursesExplore","23,530","13.8","6%","56 : 44"
"801–1000","University of Central LancashireUnited KingdomCoursesEnquire","18,824","16.5","18%","58 : 42"
"801–1000","Chang Gung UniversityTaiwanCourses","7,556","12.3","5%","46 : 54"
"801–1000","Chiba UniversityJapanCourses","13,764","9.8","5%","38 : 62"
"801–1000","University of ChileChileCourses","35,447","15.0","6%","47 : 53"
"801–1000","China University of Geosciences, BeijingChinaCourses","17,752","15.2","1%","35 : 65"
"801–1000","China University of Geosciences, WuhanChinaCourses","28,934","16.7","4%","n/a"
"801–1000","China University of Mining and TechnologyChinaCourses","47,225","18.6","2%","32 : 68"
"801–1000","China Pharmaceutical UniversityChinaCourses","16,144","18.0","3%","n/a"
"801–1000","Chongqing UniversityChinaCourses","44,394","16.0","4%","n/a"
"801–1000","Chonnam National UniversitySouth KoreaCoursesExplore","22,469","16.9","6%","49 : 51"
"801–1000","Chulalongkorn UniversityThailandCoursesExplore","38,531","14.0","4%","59 : 41"
"801–1000","University of CórdobaSpainCourses","17,406","15.1","8%","56 : 44"
"801–1000","Czech Technical University in PragueCzech RepublicCourses","19,499","10.6","19%","31 : 69"
"801–1000","University of DebrecenHungaryCoursesExplore","26,771","11.9","18%","55 : 45"
"801–1000","University of DerbyUnited KingdomCoursesEnquire","13,502","15.2","13%","56 : 44"
"801–1000","University of DeustoSpainCoursesVerify Documents","9,209","21.8","11%","60 : 40"
"801–1000","Eastern Mediterranean UniversityNorthern CyprusCoursesExplore","18,865","27.1","83%","41 : 59"
"801–1000","University of East LondonUnited KingdomCoursesEnquire","10,302","17.2","30%","63 : 37"
"801–1000","Edinburgh Napier UniversityUnited KingdomCourses","10,668","18.8","33%","55 : 45"
"801–1000","Embry-Riddle Aeronautical UniversityUnited StatesCoursesEnquire","16,340","16.8","9%","18 : 82"
"801–1000","University of ÉvoraPortugalCourses","6,442","12.4","12%","54 : 46"
"801–1000","Federal University of PelotasBrazilCourses","23,198","17.4","0%","57 : 43"
"801–1000","Federal University of Rio de JaneiroBrazilCourses","48,675","12.3","2%","53 : 47"
"801–1000","Federico Santa María Technical UniversityChileCoursesExplore","19,067","27.3","3%","24 : 76"
"801–1000","Ferdowsi University of MashhadIranCourses","23,992","29.5","5%","57 : 43"
"801–1000","Florida Atlantic UniversityUnited StatesCoursesEnquire","23,658","18.3","10%","60 : 40"
"801–1000","Florida Institute of TechnologyUnited StatesCoursesEnquire","5,344","14.1","33%","34 : 66"
"801–1000","University of La FronteraChileCourses","10,437","24.6","1%","49 : 51"
"801–1000","Fu Jen Catholic UniversityTaiwanCourses","20,450","20.7","9%","60 : 40"
"801–1000","Fuzhou UniversityChinaCourses","34,979","15.9","2%","42 : 58"
"801–1000","Gdańsk University of TechnologyPolandCourses","16,834","14.8","4%","41 : 59"
"801–1000","University of GhanaGhanaCourses","36,819","28.7","1%","45 : 55"
"801–1000","Guangdong University of TechnologyChinaCourses","43,815","19.7","0%","30 : 70"
"801–1000","Hamamatsu University School of MedicineJapanCourses","1,210","3.8","1%","49 : 51"
"801–1000","Hanoi University of Science and TechnologyVietnamCourses","32,161","21.4","1%","23 : 77"
"801–1000","Hyogo College of MedicineJapanCourses","888","2.0","1%","36 : 64"
"801–1000","Ilmenau University of TechnologyGermanyCourses","5,807","17.7","22%","27 : 73"
"801–1000","Indian Institute of Science Education and Research KolkataIndiaCourses","1,335","11.8","0%","26 : 74"
"801–1000","Indian Institute of Technology (Indian School of Mines) DhanbadIndiaCourses","7,833","25.1","1%","15 : 85"
"801–1000","Indian Institute of Technology PatnaIndiaCourses","1,387","12.6","0%","11 : 89"
"801–1000","Inha UniversitySouth KoreaCourses","19,196","23.5","6%","39 : 61"
"801–1000","International Islamic University, IslamabadPakistanCourses","30,614","19.7","8%","50 : 50"
"801–1000","University of IsfahanIranCourses","13,782","20.9","1%","61 : 39"
"801–1000","Isfahan University of Medical SciencesIranCourses","11,340","12.3","1%","62 : 38"
"801–1000","Istanbul UniversityTurkeyCourses","122,002","59.7","6%","51 : 49"
"801–1000","Jadavpur UniversityIndiaCourses","11,528","18.4","1%","32 : 68"
"801–1000","University of JaénSpainCourses","16,782","20.4","10%","55 : 45"
"801–1000","Jeonbuk National UniversitySouth KoreaCoursesExplore","20,601","20.7","5%","45 : 55"
"801–1000","Jiangsu UniversityChinaCoursesExplore","35,335","9.5","5%","42 : 58"
"801–1000","Jilin UniversityChinaCourses","70,450","10.8","3%","47 : 53"
"801–1000","Jinan UniversityChinaCoursesExplore","34,904","14.0","34%","60 : 40"
"801–1000","The University of JordanJordanCourses","30,495","16.9","16%","66 : 34"
"801–1000","Juntendo UniversityJapanCourses","4,653","3.8","2%","53 : 47"
"801–1000","Kanazawa UniversityJapanCourses","10,420","9.8","5%","37 : 63"
"801–1000","Kaohsiung Medical UniversityTaiwanCourses","6,881","12.2","7%","56 : 44"
"801–1000","Karabük UniversityTurkeyCoursesExplore","52,191","53.1","12%","47 : 53"
"801–1000","Karlstad UniversitySwedenCourses","8,552","12.8","%","63 : 37"
"801–1000","Kingston UniversityUnited KingdomCoursesEnquire","15,700","17.6","36%","57 : 43"
"801–1000","K.N. Toosi University of TechnologyIranCourses","6,582","22.3","1%","35 : 65"
"801–1000","Kumamoto UniversityJapanCourses","10,032","7.6","7%","38 : 62"
"801–1000","University of KurdistanIranCourses","9,441","28.9","1%","54 : 46"
"801–1000","Kuwait UniversityKuwaitCourses","36,551","23.6","15%","75 : 25"
"801–1000","Kyoto Prefectural University of MedicineJapanCourses","1,330","3.4","1%","46 : 54"
"801–1000","Kyungpook National UniversitySouth KoreaCoursesExplore","24,155","23.5","6%","43 : 57"
"801–1000","University of LagosNigeriaCourses","34,056","20.3","0%","46 : 54"
"801–1000","Lahore University of Management SciencesPakistanCoursesExplore","3,859","14.6","1%","41 : 59"
"801–1000","University of Las Palmas de Gran CanariaSpainCourses","18,714","17.1","7%","56 : 44"
"801–1000","University of LatviaLatviaCourses","12,367","33.1","6%","70 : 30"
"801–1000","Lebanese American UniversityLebanonCourses","7,866","13.4","18%","50 : 50"
"801–1000","Leeds Beckett UniversityUnited KingdomCoursesEnquire","19,726","19.5","12%","51 : 49"
"801–1000","Louisiana Tech UniversityUnited StatesCoursesEnquire","11,210","22.6","4%","46 : 54"
"801–1000","Lviv Polytechnic National UniversityUkraineCourses","21,560","10.5","1%","41 : 59"
"801–1000","University of MalagaSpainCourses","35,654","12.9","9%","53 : 47"
"801–1000","University of MariborSloveniaCourses","12,124","13.6","5%","55 : 45"
"801–1000","Marquette UniversityUnited StatesCoursesEnquire","10,472","12.0","4%","53 : 47"
"801–1000","University of MazandaranIranCourses","12,942","33.7","2%","65 : 35"
"801–1000","Mississippi State UniversityUnited StatesCoursesEnquire","26,121","19.0","3%","51 : 49"
"801–1000","University of MurciaSpainCoursesExplore","27,662","16.3","7%","66 : 34"
"801–1000","Muroran Institute of TechnologyJapanCoursesExplore","3,365","17.5","4%","11 : 89"
"801–1000","University of NairobiKenyaCourses","69,456","39.3","1%","36 : 64"
"801–1000","Nanjing Agricultural UniversityChinaCourses","25,963","15.9","3%","56 : 44"
"801–1000","Nanjing Tech UniversityChinaCourses","33,175","13.9","2%","n/a"
"801–1000","National Central UniversityTaiwanCourses","10,838","9.4","10%","35 : 65"
"801–1000","National Chengchi UniversityTaiwanCourses","13,558","15.6","16%","57 : 43"
"801–1000","National Dong Hwa UniversityTaiwanCoursesExplore","10,269","18.1","9%","51 : 49"
"801–1000","National Institute of Technology RourkelaIndiaCourses","5,851","18.8","4%","18 : 82"
"801–1000","National Institute of Technology, TiruchirappalliIndiaCourses","6,081","19.1","8%","20 : 80"
"801–1000","National University of Sciences and TechnologyPakistanCourses","10,645","8.1","3%","33 : 67"
"801–1000","National Sun Yat-Sen UniversityTaiwanCourses","9,190","13.2","6%","39 : 61"
"801–1000","National Taipei University of TechnologyTaiwanCoursesExplore","9,994","15.9","8%","27 : 73"
"801–1000","The New SchoolUnited StatesCoursesEnquire","10,434","9.4","35%","71 : 29"
"801–1000","Niigata UniversityJapanCoursesExplore","12,158","7.9","2%","38 : 62"
"801–1000","Normandy UniversityFranceCoursesVerify Documents","68,013","20.3","11%","55 : 45"
"801–1000","Northeastern UniversityChinaCourses","36,015","14.5","4%","n/a"
"801–1000","Northeast Normal UniversityChinaCourses","25,425","14.7","2%","73 : 27"
"801–1000","University of Northern British Columbia (UNBC)CanadaCoursesEnquire","2,733","14.0","8%","62 : 38"
"801–1000","Northwest UniversityChinaCourses","24,237","14.8","4%","55 : 45"
"801–1000","NorthWest A&F UniversityChinaCourses","29,327","15.3","1%","51 : 49"
"801–1000","Okayama UniversityJapanCourses","13,099","8.0","8%","39 : 61"
"801–1000","Osaka City UniversityJapanCourses","8,279","8.9","4%","36 : 64"
"801–1000","Osmania UniversityIndiaCourses","12,454","17.8","2%","31 : 69"
"801–1000","Pablo de Olavide UniversitySpainCourses","12,113","14.4","18%","59 : 41"
"801–1000","University of PatrasGreeceCourses","25,580","27.6","5%","48 : 52"
"801–1000","University of PécsHungaryCoursesExplore","16,859","11.3","22%","56 : 44"
"801–1000","Polytechnic Institute of PortoPortugalCourses","18,511","17.1","6%","47 : 53"
"801–1000","Polytechnic University of ValenciaSpainCourses","21,119","10.0","14%","38 : 62"
