Rank,NameCountry/Region,No. of FTE Students,No. of students per staff,International Students,Female:Male Ratio
1350,PMAS Arid Agriculture University RawalpindiPakistanCourses,"12,023",48.3,0%,38 : 62
1351,Polytechnic Institute of PortoPortugalCourses,"18,259",16.8,6%,48:52:00
1352,Polytechnic University of BucharestRomaniaCourses,"29,699",23.1,3%,36 : 64
1353,Polytechnic University of TimişoaraRomaniaCourses,"12,762",20.6,2%,36 : 64
1354,Pondicherry UniversityIndiaCourses,"6,940",20.1,1%,41:59:00
1355,Universidad Pontificia Bolivariana (UPB)ColombiaCourses,"15,400",14,2%,54:46:00
1356,Pontifical Catholic University of Minas GeraisBrazilCourses,"65,117",39.5,0%,53:47:00
1357,Pontifícia Universidade Católica do ParanáBrazilCourses,"16,353",18.1,1%,53:47:00
1358,Pontifical Catholic University of PeruPeruCourses,"25,807",7.4,2%,47:53:00
1359,Pontifical Catholic University of ValparaísoChileCourses,"16,511",24.1,1%,42:58:00
1360,Port Said UniversityEgyptCourses,"22,163",27.7,0%,47:53:00
1361,Prince of Songkla UniversityThailandCourses,"37,788",15.6,2%,70:30:00
1362,PSG College of TechnologyIndiaCourses,"8,563",13.8,0%,38 : 62
1363,Public University of NavarreSpainCourses,"7,481",11.7,8%,51:49:00
1364,University of the PunjabPakistanCourses,"27,907",24.8,0%,52:48:00
1365,Qassim UniversitySaudi ArabiaCoursesExplore,"64,042",15.5,3%,66:34:00
1366,Razi UniversityIranCourses,"12,266",29.3,1%,58:42:00
1367,Recep Tayyip Erdoğan UniversityTurkeyCourses,"12,365",23.3,3%,51:49:00
1368,University Rey Juan CarlosSpainCourses,"43,273",23.5,9%,58:42:00
1369,Riga Technical UniversityLatviaCourses,"11,134",31,12%,34 : 66
1370,Universidade do Estado do Rio de Janeiro (UERJ)BrazilCourses,"24,286",9.8,0%,57:43:00
1371,Ritsumeikan UniversityJapanCourses,"35,401",18.3,8%,n/a
1372,Robert Gordon UniversityUnited KingdomCoursesEnquire,"9,684",20.1,23%,62:38:00
1373,Russian Presidential Academy of National Economy and Public AdministrationRussian FederationCourses,"15,067",9.3,5%,57:43:00
1374,Ryukoku UniversityJapanCourses,"16,124",33.4,2%,37 : 63
1375,University of the RyukyusJapanCourses,"7,658",10,2%,38 : 62
1376,University of La SabanaColombiaCourses,"11,904",18.8,3%,58:42:00
1377,Saga UniversityJapanCourses,"6,761",9.7,2%,40 : 60
1378,Saitama UniversityJapanCourses,"8,484",14.1,5%,33 : 67
1379,Saitama Medical UniversityJapanCourses,"1,904",1.5,0%,52:48:00
1380,Sakarya UniversityTurkeyCoursesExplore,"51,273",31.7,5%,45:55:00
1381,Samara National Research University (Samara University)Russian FederationCoursesExplore,"9,806",10.5,13%,50:50:00
1382,Samara State Technical UniversityRussian FederationCoursesExplore,"14,126",15.8,3%,38 : 62
1383,San Sebastián UniversityChileCourses,"17,617",9.2,0%,61:39:00
1384,Universidade do Estado de Santa CatarinaBrazilCourses,"13,414",12.8,1%,52:48:00
1385,"University of Santiago, Chile (USACH)ChileCourses","23,469",25.4,3%,43:57:00
1386,Sapporo Medical UniversityJapanCourses,"1,305",3.3,0%,43:57:00
1387,University of SargodhaPakistanCourses,"20,999",23.3,0%,53:47:00
1388,SASTRA UniversityIndiaCourses,"9,160",12,0%,46:54:00
1389,Satbayev UniversityKazakhstanCourses,"8,610",16,2%,35 : 65
1390,Sathyabama Institute of Science and TechnologyIndiaCourses,"12,715",14.7,2%,46:54:00
1391,Saveetha UniversityIndiaCourses,"9,409",6.5,1%,38 : 62
1392,University of Sciences and Technology Houari BoumedieneAlgeriaCourses,"42,174",23.1,0%,58:42:00
1393,University of Science and Technology of Oran Mohamed-BoudiafAlgeriaCourses,"21,290",11.1,2%,52:48:00
1394,Sechenov UniversityRussian FederationCoursesExplore,"15,840",7.7,18%,70:30:00
1395,Selçuk UniversityTurkeyCourses,"46,791",21.9,4%,62:38:00
1396,Semnan UniversityIranCourses,"14,773",14.6,1%,50:50:00
1397,University of SeoulSouth KoreaCourses,"9,461",17.2,6%,n/a
1398,Seoul National University of Science and Technology (SeoulTech)South KoreaCourses,"11,299",17.9,6%,35 : 65
1399,University of SfaxTunisiaCourses,"30,923",12.8,1%,68:32:00
1400,Shahed UniversityIranCourses,"6,371",19.1,0%,51:49:00
1401,Shahid Bahonar University of KermanIranCourses,"14,705",23.5,0%,60:40:00
1402,​Shahid Chamran University of AhvazIranCourses,"13,149",22.3,1%,60:40:00
1403,Shahid Rajaee Teacher Training UniversityIranCourses,"9,738",45.9,0%,30 : 70
1404,Shahrekord UniversityIranCourses,"7,166",22.4,0%,59:41:00
1405,Shahrood University of TechnologyIranCourses,"8,056",22.7,1%,42:58:00
1406,Shibaura Institute of Technology TokyoJapanCourses,"8,864",26.3,5%,0.806944444
1407,Shiga University of Medical ScienceJapanCourses,"1,146",3.1,2%,49:51:00
1408,Shimane UniversityJapanCourses,"6,106",7.5,2%,37 : 63
1409,Shinshu UniversityJapanCourses,"10,768",10.3,3%,32 : 68
1410,Shiraz University of Medical SciencesIranCourses,"10,465",10.8,2%,55:45:00
1411,Shizuoka UniversityJapanCourses,"9,949",13.9,3%,29 : 71
1412,University of ShizuokaJapanCourses,"3,099",11.6,3%,61:39:00
1413,Showa UniversityJapanCourses,"3,724",2,0%,59:41:00
1414,Siberian Federal UniversityRussian FederationCourses,"10,972",19.1,8%,36 : 64
1415,Siksha ‘O’ AnusandhanIndiaCourses,"12,143",9.7,0%,50:50:00
1416,University of Silesia in KatowicePolandCourses,"24,535",13.3,3%,66:34:00
1417,Silesian University of TechnologyPolandCourses,"17,892",11.9,2%,34 : 66
1418,Silpakorn UniversityThailandCourses,"24,138",21.3,1%,69:31:00
1419,Simón Bolívar UniversityVenezuelaCourses,"8,373",23.6,0%,46:54:00
1420,University of Sistan and BaluchestanIranCourses,"24,331",52.8,0%,50:50:00
1421,Slovak University of Technology in BratislavaSlovakiaCourses,"11,194",11.3,4%,32 : 68
1422,Sofia UniversityBulgariaCourses,"21,735",7.1,6%,67:33:00
1423,University of SonoraMexicoCourses,"30,218",18.3,1%,54:46:00
1424,Soongsil UniversitySouth KoreaCourses,"15,979",19.9,9%,44:56:00
1425,Sophia UniversityJapanCoursesExplore,"13,511",24.8,11%,57:43:00
1426,University of SousseTunisiaCourses,"25,594",11.2,1%,67:33:00
1427,University of South AfricaSouth AfricaCourses,"222,065",179.7,6%,69:31:00
1428,University of South ChinaChinaCourses,"26,083",11,1%,45:55:00
1429,Southern Federal UniversityRussian FederationCourses,"19,251",11.5,9%,55:45:00
1430,South Ural State UniversityRussian FederationCourses,"22,313",15.5,9%,43:57:00
1431,South Valley UniversityEgyptCourses,"47,430",58.1,0%,61:39:00
1432,University of South WalesUnited KingdomCoursesEnquire,"15,478",15.4,19%,53:47:00
1433,Southwest Jiaotong UniversityChinaCourses,"41,878",17.1,2%,1.011805556
1434,Srinakharinwirot UniversityThailandCourses,"22,649",17.2,0%,72:28:00
1435,SRM Institute of Science and TechnologyIndiaCourses,"51,528",15.6,2%,1.011805556
1436,Staffordshire UniversityUnited KingdomCoursesExplore,"8,733",15.4,11%,49:51:00
1437,Universidade Estadual de MaringáBrazilCourses,"22,727",12.1,1%,57:43:00
1438,State University of Ponta GrossaBrazilCourses,"8,549",8.8,0%,54:46:00
1439,State University of Santa CruzBrazilCourses,"6,718",8.6,1%,61:39:00
1440,St Marianna University School of MedicineJapanCoursesNot accredited,848,0.9,1%,35 : 65
1441,St Petersburg Electrotechnical University (LETI)Russian FederationCoursesExplore,"8,227",12.9,19%,30 : 70
1442,Süleyman Demirel UniversityTurkeyCourses,"37,150",41.1,3%,50:50:00
1443,Suranaree University of TechnologyThailandCourses,"14,329",30.9,1%,55:45:00
1444,SWPS University of Social Sciences and HumanitiesPolandCourses,"13,561",35.3,9%,74:26:00
1445,Szent István UniversityHungaryCourses,"13,198",17.9,11%,48:52:00
1446,University of TalcaChileCourses,"11,310",15.7,1%,51:49:00
1447,Tamil Nadu Agricultural UniversityIndiaCourses,"6,393",8.5,0%,65:35:00
1448,Tamkang UniversityTaiwanCourses,"25,343",24.5,8%,48:52:00
1449,Tanta UniversityEgyptCourses,"115,169",21.8,1%,42:58:00
1450,University of TarapacáChileCourses,"8,703",27.4,2%,54:46:00
1451,Taras Shevchenko National University of KyivUkraineCourses,"23,687",8.9,4%,58:42:00
1452,Technical University of Cluj-NapocaRomaniaCourses,"19,136",19.4,2%,36 : 64
1453,Technical University of KošiceSlovakiaCourses,"9,110",12,13%,28 : 72
1454,Technical University of LiberecCzech RepublicCourses,"5,129",11.2,12%,53:47:00
1455,"University of Technology, IraqIraqCourses","10,417",6.7,0%,34 : 66
1456,Universiti Teknikal Malaysia MelakaMalaysiaCourses,"12,678",16.1,6%,39 : 61
1457,Universiti Teknologi MARAMalaysiaCourses,"56,945",17.8,0%,67:33:00
1458,Institut Teknologi Sepuluh NopemberIndonesiaCourses,"14,941",10.4,5%,28 : 72
1459,Telkom UniversityIndonesiaCourses,"23,042",21.9,0%,41:59:00
1460,Texas State UniversityUnited StatesCoursesEnquire,"31,872",19.4,1%,59:41:00
1461,Tezpur UniversityIndiaCourses,"4,278",13.6,2%,39 : 61
1462,Thammasat UniversityThailandCourses,"28,359",10.9,1%,64:36:00
1463,University of Abou Bekr Belkaïd TlemcenAlgeriaCourses,"41,558",23.4,1%,67:33:00
1464,TOBB University of Economics and TechnologyTurkeyCourses,"5,839",14.7,0%,48:52:00
1465,Toho UniversityJapanCourses,"5,306",13.8,0%,52:48:00
1466,Tokai UniversityJapanCourses,"29,644",13.1,3%,27 : 73
1467,Tokat Gaziosmanpaşa UniversityTurkeyCourses,"18,471",16.2,3%,52:48:00
1468,Tokushima UniversityJapanCourses,"7,553",9.2,3%,35 : 65
1469,Tokyo University of AgricultureJapanCourses,"12,468",33.4,2%,42:58:00
1470,Tokyo University of Agriculture and TechnologyJapanCourses,"5,767",15.2,6%,31 : 69
1471,Tokyo City UniversityJapanCourses,"7,389",14.6,1%,1.011805556
1472,Tokyo Denki UniversityJapanCourses,"9,262",25,2%,0.602083333
1473,Tokyo University of Marine Science and TechnologyJapanCourses,"2,641",10.7,8%,34 : 66
1474,Tokyo University of ScienceJapanCoursesExplore,"18,578",24.8,2%,24 : 76
1475,Tomas Bata University in ZlínCzech RepublicCourses,"8,389",18.8,11%,58:42:00
1476,Tomsk State University of Control Systems and RadioelectronicsRussian FederationCourses,"6,409",15.2,17%,36 : 64
1477,Tottori UniversityJapanCourses,"6,040",7.6,2%,37 : 63
1478,University of ToyamaJapanCourses,"9,120",12,4%,40 : 60
1479,Toyo UniversityJapanCourses,"31,588",26.5,6%,42:58:00
1480,Toyohashi University of Technology (TUT)JapanCourses,"2,059",8.8,9%,0.479166667
1481,Transilvania University of BrașovRomaniaCourses,"19,123",21.5,1%,52:48:00
1482,University of Trás-os-Montes and Alto DouroPortugalCourses,"6,515",11.4,4%,56:44:00
1483,Tshwane University of TechnologySouth AfricaCourses,"40,869",35.2,3%,56:44:00
1484,Tunghai UniversityTaiwanCourses,"16,080",22.6,7%,54:46:00
1485,University of Tunis El ManarTunisiaCourses,"30,817",8.9,2%,67:33:00
1486,Tzu Chi UniversityTaiwanCoursesExplore,"3,524",9.9,12%,61:39:00
1487,Ufa State Aviation Technical UniversityRussian FederationCourses,"14,021",13.9,1%,36 : 64
1488,Umm Al-Qura UniversitySaudi ArabiaCourses,"30,043",8.3,10%,33 : 67
1489,Unisinos UniversityBrazilCourses,"12,040",19.9,1%,52:48:00
1490,Ural Federal UniversityRussian FederationCourses,"26,807",12.9,13%,48:52:00
1491,Urmia UniversityIranCourses,"14,834",30.5,0%,50:50:00
1492,Utsunomiya UniversityJapanCourses,"4,847",13.4,4%,37 : 63
1493,University of ValladolidSpainCourses,"22,420",11.9,7%,53:47:00
1494,University of ValparaísoChileCourses,"16,682",18.8,4%,58:42:00
1495,"University of Veterinary and Animal Sciences, LahorePakistanCourses","6,578",31.3,0%,48:52:00
1496,Vietnam National University (Ho Chi Minh City)VietnamCoursesExplore,"61,531",21.1,1%,44:56:00
1497,"Visvesvaraya National Institute of Technology, NagpurIndiaCourses","4,303",17.2,3%,25 : 75
1498,V.N. Karazin Kharkiv National UniversityUkraineCourses,"17,113",8.8,27%,55:45:00
1499,Voronezh State UniversityRussian FederationCourses,"16,823",12,16%,55:45:00
1500,VSB - Technical University of OstravaCzech RepublicCoursesExplore,"11,845",13.9,13%,35 : 65
1501,Vytautas Magnus UniversityLithuaniaCourses,"8,269",14.6,15%,68:32:00
1502,Warsaw University of Life Sciences – SGGWPolandCourses,"16,838",13.2,5%,59:41:00
1503,Warsaw University of TechnologyPolandCourses,"24,376",10.9,6%,35 : 65
1504,Wenzhou Medical UniversityChinaCourses,"16,757",11.8,5%,62:38:00
1505,University of West BohemiaCzech RepublicCourses,"11,730",15.9,4%,54:46:00
1506,Western Michigan UniversityUnited StatesCoursesEnquire,"19,273",21.8,7%,52:48:00
1507,Universidade Estadual do Oeste do Paraná (Unioeste)BrazilCourses,"11,935",9.2,0%,52:48:00
1508,West University of TimişoaraRomaniaCourses,"14,027",19.5,5%,64:36:00
1509,Wrocław University of Environmental and Life SciencesPolandCourses,"8,540",12.2,6%,68:32:00
1510,Wrocław University of Science and TechnologyPolandCourses,"26,064",30.9,4%,34 : 66
1511,University of WrocławPolandCourses,"22,175",13.9,6%,69:31:00
1512,Xiangtan UniversityChinaCoursesExplore,"31,743",21.3,2%,53:47:00
1513,Yamagata UniversityJapanCourses,"8,905",8.6,2%,35 : 65
1514,Yamaguchi UniversityJapanCourses,"10,693",10.9,6%,37 : 63
1515,University of YamanashiJapanCourses,"4,692",6.4,4%,32 : 68
1516,Yanshan UniversityChinaCourses,"35,554",16.4,1%,39 : 61
1517,Yarmouk UniversityJordanCourses,"33,270",28.8,9%,62:38:00
1518,Yazd UniversityIranCourses,"14,289",30.1,1%,58:42:00
1519,Yeditepe UniversityTurkeyCourses,"19,415",35.2,2%,55:45:00
1520,Yıldız Technical UniversityTurkeyCoursesExplore,"34,336",36.8,5%,40 : 60
1521,Yokohama National UniversityJapanCourses,"9,859",12.4,7%,29 : 71
1522,Yuan Ze UniversityTaiwanCourses,"8,188",19.7,7%,42:58:00
1523,Yuriy Fedkovych Chernivtsi National UniversityUkraineCourses,"12,616",10.7,0%,57:43:00
1524,Zagazig UniversityEgyptCourses,"156,270",24.4,2%,54:46:00
1525,University of ZagrebCroatiaCourses,"59,336",15.3,3%,59:41:00
1526,University of ŽilinaSlovakiaCourses,"7,136",11.7,2%,34 : 66
